frame,u,v,area,ok
90,1172.3741007194244,344.99640287769785,278,1
91,1163.9388489208634,342.3705035971223,278,1
92,1155.142857142857,338.52521008403363,238,1
93,1150.8313253012047,336.63453815261045,249,1
94,1144.3033707865168,335.12359550561797,267,1
95,1138.2,333.0230769230769,260,1
96,1132.9383259911895,330.8678414096916,227,1
97,1121.1168831168832,328.5108225108225,231,1
98,1113.525925925926,327.7037037037037,270,1
99,1113.6728624535317,327.2007434944238,269,1
100,1108.6639004149379,322.4896265560166,241,1
101,1096.3938223938223,319.8996138996139,259,1
102,1096.4649122807018,318.3859649122807,228,1
103,1088.2724137931034,316.8137931034483,290,1
104,1083.257790368272,314.7082152974504,353,1
105,1083.0314685314686,312.17832167832165,286,1
106,1068.1480263157894,309.25657894736844,304,1
107,1066.6809954751131,308.631221719457,442,1
108,1063.6222760290557,305.88377723970945,413,1
109,1058.4988009592325,305.294964028777,417,1
110,1055.3310185185185,303.5671296296296,432,1
111,1049.317901234568,299.54938271604937,324,1
112,1046.7302631578948,297.8157894736842,304,1
113,1047.4989429175475,296.91120507399575,473,1
114,1043.8469656992083,294.25065963060683,379,1
115,1046.5641891891892,289.5337837837838,296,1
116,1047.1860465116279,290.09593023255815,344,1
117,1048.6975308641975,289.4074074074074,324,1
118,1050.1353919239905,288.249406175772,421,1
119,1055.44776119403,286.5692963752665,469,1
120,1047.4161616161616,287.75555555555553,495,1
121,1048.1984732824428,286.11641221374043,524,1
122,1044.919028340081,285.3103913630229,741,1
123,1052.0319634703196,290.31963470319636,438,1
124,1046.3082901554403,291.14248704663214,386,1
125,1049.9122807017543,292.18947368421055,285,1
126,1050.956375838926,292.63758389261744,298,1
127,1050.9771689497718,288.3013698630137,438,1
128,1039.9179954441913,292.64464692482915,439,1
129,1057.3384615384616,291.8423076923077,260,1
130,1056.273127753304,292.9383259911894,227,1
131,1067.7862595419847,292.06615776081424,393,1
132,1075.7654639175257,293.2087628865979,388,1
133,1072.195608782435,294.5748502994012,501,1
134,1069.8264462809918,293.2086776859504,484,1
135,1075.044654939107,317.97970230040596,1478,1
136,1073.0922992900055,319.38940469688697,1831,1
137,1075.1274447949527,320.45425867507885,1585,1
138,1074.6053731343284,321.6382089552239,1675,1
139,1074.1610486891386,323.4712858926342,1602,1
140,1074.1134246575343,322.0476712328767,1825,1
141,1073.0365914786967,323.59248120300754,1995,1
142,1073.4137592137592,323.8093366093366,2035,1
143,1073.5209580838323,324.40269461077844,2004,1
144,1075.6831896551723,324.57650862068965,1856,1
145,1076.4982817869416,325.3270332187858,1746,1
146,1076.5098259404829,325.2509825940483,1781,1
147,1075.2587038028923,325.78896625602573,1867,1
148,1074.768949294302,325.9430214323053,1913,1
149,nan,nan,0,0
